Gene_acc,PG.ProteinAccessions,WT1,WT2,WT3,11-1,11-2,11-3,Desc
2314,Tb927.11.4280:mRNA-p1,6319851.5,6502724,3306218.25,3824356,1048495.625,12991116,"hypothetical protein, conserved"
2315,Tb927.11.4290:mRNA-p1,874284.375,967926.25,861460.3125,592625.0625,629903.125,491987.4375,40S ribosomal protein S12
2316,Tb927.11.430:mRNA-p1,68620.8984375,72186.0546875,58935.39453125,616593.4375,64621.203125,59690.9296875,"hypothetical protein, conserved"
2317,Tb927.11.4320:mRNA-p1,1264339.5,1152888.75,1100914.875,1003601.5625,1159617.625,1145511.125,"Uncharacterized ACR, COG1678, putative"
2319,Tb927.11.435:mRNA-p1,377916.96875,367396.78125,347143.6875,302022.59375,351258.53125,303445.9375,hypothetical protein
2320,Tb927.11.4350:mRNA-p1,17938.576171875,9938.794921875,15757.8896484375,20688.025390625,17307.8359375,12544.9619140625,SUMO-interacting motif-containing protein
2321,Tb927.11.4360:mRNA-p1,1212035,1170100.875,1299593.5,1051544.25,1060790.5,950344.5625,"Protein of unknown function (DUF1014), putative"
2323,Tb927.11.4380:mRNA-p1,475277.40625,393537.78125,491732.78125,698725.1875,474214.6875,553447.75,"ATP-dependent RNA helicase, putative"
2324,Tb927.11.440:mRNA-p1,1826505.875,1700479.25,1600285.125,1601846.125,1317786.25,2216692,conserved protein
2325,Tb927.11.4400:mRNA-p1,152099.09375,153001.703125,151799.015625,112753.6328125,126802.484375,130137.1171875,"hypothetical protein, conserved"
2326,Tb927.11.4420:mRNA-p1,866106.375,903548.1875,878796.9375,870791.6875,896360.875,800096,"hypothetical protein, conserved"
2328,Tb927.11.4450:mRNA-p1,4663286,4664488,4204550,3544764.25,3918572,3786570,ALBA-Domain Protein
2329,Tb927.11.4460:mRNA-p1,6684480.5,5709441,6085467.5,10668613,6982110.5,7307464,ALBA-Domain Protein
2330,Tb927.11.4470:mRNA-p1,489977,255877.421875,231506.8125,169466.625,159485.796875,217801.09375,"ULK family serine/threonine-protein kinase, putative"
2331,Tb927.11.4480:mRNA-p1,442946.625,519560.75,442653.625,448580.8125,451589.4375,418107.125,Flagellar radial spoke protein 4/6
2332,Tb927.11.4490:mRNA-p1,103075.0078125,42989.79296875,66636.7890625,251717.953125,94177.4375,97486.9453125,"long-chain-fatty-acid-CoA ligase, putative"
2333,Tb927.11.450:mRNA-p1,32869,43581.5390625,41187.85546875,114561.8359375,118906.484375,121764.96875,"hypothetical protein, conserved"
2334,Tb927.11.4500:mRNA-p1,144762.265625,126933.0546875,118984.953125,168210.890625,126789.84375,124663.6640625,"hypothetical protein, conserved"
2335,Tb927.11.4510:mRNA-p1,42938.8671875,47725.0234375,46537.55859375,35539.14453125,30672.791015625,31993.92578125,"Sister chromatid cohesion C-terminus, putative"
2336,Tb927.11.4520:mRNA-p1,93021.828125,75700.71875,88951.6796875,94355.859375,79995.71875,113515.5,"hypothetical protein, conserved"
2337,Tb927.11.4530:mRNA-p1,494789.40625,205156.484375,214950.21875,261074.03125,276181.25,330979.28125,N-acetyltransferase subunit ARD1
2338,Tb927.11.4540:mRNA-p1,361407.03125,305767.25,317247.25,355493.6875,321261.5625,340168.40625,Nucleoporin NUP48
2339,Tb927.11.4550:mRNA-p1,34222.91015625,40901.3828125,20514.486328125,23742.046875,21334.20703125,46503.09375,"Domain of unknown function (DUF4200), putative"
2340,Tb927.11.4570:mRNA-p1,483992.8125,445203.53125,513328.5,577266.5,556247.4375,533529,Ras-related protein Rab5B
2341,Tb927.11.460:mRNA-p1,966458.125,727385.875,553768.8125,3176627.5,1280284.75,568979.6875,predicted WD40 repeat protein
2342,Tb927.11.4630:mRNA-p1,139447.453125,136971.109375,142745.53125,152301.859375,144892.984375,162282.71875,"hypothetical protein, conserved"
2343,Tb927.11.4650.2:mRNA-p1,303803.75,1534914.875,1473005.375,1647542.875,2291596.25,1883821.875,Mitochondrial ribosomal protein L52
2344,Tb927.11.4660:mRNA-p1,7250.390625,4541.1220703125,6921.833984375,4007.6259765625,26964.9296875,7347.90673828125,Kinesin-13 2
2346,Tb927.11.4690:mRNA-p1,358350,147024.859375,244576.84375,457522.375,601723.1875,411739.375,mitochondrial DNA polymerase I protein B
2347,Tb927.11.470:mRNA-p1,32601.009765625,Filtered,21013.224609375,51947.3671875,45558.875,50794.42578125,TFIIB-related factor BRF1
2348,Tb927.11.4700:mRNA-p1,5806957,5448640.5,5194604,4631840.5,5124411,5163290.5,prostaglandin f synthase
2349,Tb927.11.4710:mRNA-p1,93117.265625,93197.921875,103205.9375,89704.1796875,104277.1796875,90329.3125,"hypothetical protein, conserved"
2350,Tb927.11.4720:mRNA-p1,109687.75,203810.34375,33176.2265625,79546.5,125508.40625,169171.96875,"hypothetical protein, conserved"
2351,Tb927.11.4730:mRNA-p1,3932.50634765625,14006.271484375,4578.8046875,50961.64453125,Filtered,50938.65234375,"hypothetical protein, conserved"
2352,Tb927.11.4740:mRNA-p1,180064.5,197485.671875,225309.3125,145308.46875,124952.2734375,102535.671875,"paraflagellar rod component, putative"
2353,Tb927.11.4800:mRNA-p1,3069983.75,3308261.5,3260769.25,3407476,3441596.5,3600146,"clathrin coat assembly protein, putative"
2354,Tb927.11.4810:mRNA-p1,547754,588103.6875,509648.25,408845.59375,394030.09375,395134.9375,"hypothetical protein, conserved"
2355,Tb927.11.4840:mRNA-p1,59468.06640625,66237.09375,56663.15625,45009.16796875,50733.41015625,45154.87109375,"hypothetical protein, conserved"
2357,Tb927.11.4860:mRNA-p1,2920515.25,2637626.25,2545588.5,2634938.25,2077217.625,3343352.25,"Ring finger domain containing protein, putative"
2358,Tb927.11.4880:mRNA-p1,186823.25,178509.265625,186785,275951.40625,153785.671875,142627.234375,"Calmodulin-binding, putative"
2359,Tb927.11.4890:mRNA-p1,185086.46875,194142.375,166842.578125,174369.28125,184922.875,182874.28125,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase
2360,Tb927.11.4900:mRNA-p1,3634548,4125562,3707977.75,3253542.5,3441770.75,3361435.5,WD40/YVTN repeat-like-containing protein
2361,Tb927.11.4910:mRNA-p1,2058636.25,2043863.625,1741568.5,1607001.625,1846623.25,2025777.5,predicted ankyrin repeat family protein
2362,Tb927.11.4920:mRNA-p1,68698.296875,47984.046875,47700.0859375,79187.7421875,49350.4140625,47582.5390625,"hypothetical protein, conserved"
2363,Tb927.11.4930:mRNA-p1,907989.375,1212697.5,659580.75,591566.8125,237816.921875,1968726.125,"Phosducin, putative"
2365,Tb927.11.4950:mRNA-p1,417552.15625,399265.0625,397781.59375,491313.84375,492389.4375,534344.6875,"hypothetical protein, conserved"
2366,Tb927.11.4960:mRNA-p1,342008.4375,297319.15625,298793.53125,389342.65625,309696.8125,290179.25,"transcription elongation factor s-II, putative"
2367,Tb927.11.4970:mRNA-p1,246348,259582.96875,264194.6875,241572.84375,273973.15625,269455.3125,Chromatin assembly factor 1 subunit C
2368,Tb927.11.4980:mRNA-p1,225244.515625,88934.59375,116880.0859375,106443.484375,84454.953125,83579.671875,"ATP-dependent DEAD/H RNA helicase, putative"
2369,Tb927.11.5000:mRNA-p1,301343.6875,278899.1875,274681.71875,307376.375,313317.3125,280811.125,"Dynein intermediate chain 1, axonemal"
2370,Tb927.11.5020:mRNA-p1,242518.8125,250573.046875,269373.21875,251027.765625,171972.40625,201001.609375,"hypothetical protein, conserved"
2371,Tb927.11.5030:mRNA-p1,1906.8038330078125,17945.001953125,24121.791015625,22212.26171875,60573.8671875,27079.775390625,"hypothetical protein, conserved"
2372,Tb927.11.5040:mRNA-p1,775655.5625,823510.9375,806722.9375,662489.5,790968.1875,663867.3125,"leucine-rich repeat protein (LRRP), putative"
2373,Tb927.11.5050:mRNA-p1,688933,553945.1875,561866.9375,670263.625,736553.8125,717819,"fumarate hydratase, class I"
2374,Tb927.11.5060:mRNA-p1,102814.2265625,105939.2734375,107281.5078125,95382.03125,89030.953125,76328.5859375,Mitoribosomal SSU assembly factor 1
2375,Tb927.11.5070:mRNA-p1,109764.640625,103601.4609375,74589.703125,98715.2890625,119852.9921875,111758.265625,"GPI ethanolamine phosphate transferase 3, putative"
2376,Tb927.11.5080:mRNA-p1,144944.84375,141392.46875,127143.75,113757.859375,120489.25,126571.75,"hypothetical protein, conserved"
2377,Tb927.11.510:mRNA-p1,914826.25,1053833.25,891940.0625,621564,696318.125,1017610.3125,"RNA-binding protein, UBP2"
2378,Tb927.11.5100:mRNA-p1,6599.767578125,11610.2578125,45842.8828125,Filtered,5427.25244140625,6314.84716796875,"hypothetical protein, conserved"
2379,Tb927.11.5110:mRNA-p1,250155.40625,248321.140625,222229.953125,186384.796875,213287.859375,184121.28125,"hypothetical protein, conserved"
2380,Tb927.11.5120:mRNA-p1,160118.3125,122754.546875,123702.0234375,101946.7265625,112592.5390625,121676.6171875,"TPR repeat/SET domain containing protein, putative"
2381,Tb927.11.5130:mRNA-p1,52998.953125,84336.765625,214473.1875,125179.6640625,28484.455078125,17975.97265625,"hypothetical protein, conserved"
2382,Tb927.11.5140:mRNA-p1,1546825.5,1509105.125,1395331.5,1143129.5,1237643,1236118,"ubiquitin carboxyl-terminal hydrolase, putative"
2383,Tb927.11.5150:mRNA-p1,317465.46875,383932.1875,400384.3125,310990.59375,359669.0625,360968.03125,"hypothetical protein, conserved"
2384,Tb927.11.5170:mRNA-p1,328306.5625,315464.625,305077.46875,245210.53125,295013.5625,259738.4375,"ubiquitin activating enzyme, putative"
2385,Tb927.11.5180:mRNA-p1,1900863.375,1969410.625,1628029.125,1976123.375,2077025.5,2266810,"hypothetical protein, conserved"
2386,Tb927.11.5190:mRNA-p1,398132.15625,414508.875,358010.21875,353024,310621.6875,333336.25,"leucine-rich repeat protein (LRRP), putative"
2387,Tb927.11.5200:mRNA-p1,101087.2421875,119315.1328125,123914.75,128120.4765625,108965.53125,120728.3125,"hypothetical protein, conserved"
2388,Tb927.11.5220:mRNA-p1,549385,517787.25,514806.09375,547049.3125,527318.375,575234.25,"chaperone protein DnaJ, putative"
2389,Tb927.11.5230:mRNA-p1,211360.734375,202659.15625,200277.609375,210501.03125,177181.765625,216108.609375,"hypothetical protein, conserved"
2390,Tb927.11.5250:mRNA-p1,38009.83203125,39022.7578125,42412.00390625,40891.86328125,51944.2578125,41300.46484375,"hypothetical protein, conserved"
2391,Tb927.11.5270:mRNA-p1,27406.30859375,7662.14208984375,26013.376953125,7004.70458984375,6570.30322265625,13191.73046875,"ubiquitin carboxyl-terminal hydrolase, putative"
2392,Tb927.11.5290:mRNA-p1,2283418.5,1947703.5,1783383,1913381,1971960.5,1891132.25,mitochondrial carrier protein
2393,Tb927.11.530:mRNA-p1,1098132.75,1122977.125,1185545.5,1197887.75,1688618.75,1210881.25,"RNA-binding protein, putative"
2394,Tb927.11.5300:mRNA-p1,1815182.875,1647455.75,1650076.5,1891891.375,1726475.75,1883872.875,"Kinesin-13 3, putative"
2396,Tb927.11.5360:mRNA-p1,105739.796875,100852.359375,100344.3515625,109253.921875,141937.0625,121388.203125,"aldo/keto reductase, putative"
2397,Tb927.11.5365:mRNA-p1,151345.34375,190460.734375,157458.46875,59299.1328125,133515.703125,187339.96875,hypothetical protein
2398,Tb927.11.5370:mRNA-p1,69980.21875,82222.0234375,82845.9453125,116471.78125,95932.8671875,115890.15625,"hypothetical protein, conserved"
2399,Tb927.11.5390:mRNA-p1,160075.8125,193052.171875,205231.859375,199873.171875,214333.890625,184531.84375,"mitochondrial import inner membrane translocase subunit, putative"
2400,Tb927.11.540.1-p1;Tb927.11.540.2-p1,1187703.375,1126489.125,1134201.75,1286966,1535180,1459006.375,"ABC transporter, mitochondrial, putative"
2401,Tb927.11.5400:mRNA-p1,882543.5625,917213.25,928816.4375,790128.875,775020.375,937316.25,signal recognition particle 54 kDa
2402,Tb927.11.5420:mRNA-p1,253221.703125,178678,168693.328125,95754.6796875,90786.8203125,87496.7578125,"hypothetical protein, conserved"
2403,Tb927.11.5430:mRNA-p1,159085.46875,143908.0625,170008.5625,165757.0625,193242.625,208752.484375,"DNA repair and recombination protein RAD54, putative"
2404,Tb927.11.5440:mRNA-p1,6158103,5846875.5,5217630,4921906,6475592,5430462,"NADP-dependent malic enzyme, cytosolic"
2405,Tb927.11.5450:mRNA-p1,3693380,3797339,3636607.25,5395927,6833476,6064168,malic enzyme
2406,Tb927.11.5470:mRNA-p1,111231.109375,114733.1328125,104612.46875,137624.21875,106813.96875,95488.109375,"hypothetical protein, conserved"
2407,Tb927.11.5480:mRNA-p1,69355.3515625,92133.5859375,68464.4765625,120095.3828125,110904.390625,136961.09375,"phosphotransferase, putative"
2408,Tb927.11.5490:mRNA-p1,46504.61328125,34176.6953125,45495.70703125,57239.4765625,45965.4765625,57723.5625,"Polyphosphoinositide phosphatase, putative"
2409,Tb927.11.550:mRNA-p1,4206463.5,3794234.25,4157686.75,5440343.5,4277947,4521065,"Suppressor of clathrin deficiency 6, putative"
2410,Tb927.11.5510:mRNA-p1,535348.125,499815,412865.03125,302793.6875,328768.75,320021.9375,"dynein light chain p28, axonemal, putative"
2411,Tb927.11.5520:mRNA-p1,38573016,37839504,29789320,32011172,36988728,35332840,triosephosphate isomerase
2413,Tb927.11.5550:mRNA-p1,3557.70166015625,30595.875,15273.84375,23334.45703125,45233.62109375,22347.328125,DNA polymerase theta
2414,Tb927.11.5560:mRNA-p1,104039.078125,205093.171875,134903.15625,81868.359375,16614.58984375,11704.5869140625,"hypothetical protein, conserved"
2415,Tb927.11.5570:mRNA-p1,76929.125,186296.734375,90398.84375,104619.34375,97985.7578125,94291.2890625,DNA replication licensing factor MCM5
2417,Tb927.11.5590:mRNA-p1,193893.546875,270599.53125,401786.625,1156666.125,1101591.25,1157603.875,Anaphase-promoting complex-associated protein AP1
2418,Tb927.11.560:mRNA-p1,244892.8125,244267.78125,228142.671875,281347.15625,288662.5,303971.375,"hypothetical protein, conserved"
2419,Tb927.11.5600:mRNA-p1,840707.375,758263.625,676249.4375,538655.375,769990.6875,903234.0625,Archaic Translocase of outer membrane 14 kDa subunit
2420,Tb927.11.5610:mRNA-p1,567114,696001.3125,679735.875,271388.75,Filtered,250809.328125,"Rab-GTPase-TBC domain containing protein, putative"
2421,Tb927.11.5620:mRNA-p1,12594.15234375,63091.0546875,Filtered,Filtered,Filtered,150577.828125,SUMO-interacting motif-containing protein
2422,Tb927.11.5630:mRNA-p1,51005.50390625,29861.826171875,37395.55859375,39005.21484375,39542.2421875,61498.69140625,"hypothetical protein, conserved"
2423,Tb927.11.5640:mRNA-p1,71337.5,121149.6171875,14820.8671875,145420.546875,30527.841796875,20146.751953125,"hypothetical protein, conserved"
2424,Tb927.11.5650:mRNA-p1,409256.21875,467213.59375,505817.21875,461778.84375,478332.78125,435598.375,"replication factor C, subunit 1, putative"
2425,Tb927.11.5660:mRNA-p1,76983.1171875,Filtered,Filtered,Filtered,Filtered,Filtered,"hypothetical protein, conserved"
2426,Tb927.11.5680:mRNA-p1,269060.15625,303481,233789.390625,203741.921875,196121.203125,223954.96875,"dynein light chain 1, axonemal"
2427,Tb927.11.5690:mRNA-p1,1519789.125,1452534.625,1339355.25,1503468.75,1731007.5,1558706.5,"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily-related, putative"
2428,Tb927.11.5700:mRNA-p1,273627.4375,262032.46875,231985.078125,272541.9375,248349.921875,261657.140625,"hypothetical protein, conserved"
2429,Tb927.11.5710:mRNA-p1,238553.609375,269172.3125,275600.125,276004.65625,294402.75,301148.8125,"chaperone protein DnaJ, putative"
2430,Tb927.11.5730:mRNA-p1,907622.6875,591783.25,97284.3984375,1061416,734271.25,523050.40625,"pre-mRNA-splicing factor ATP-dependent RNA helicase, putative"
2431,Tb927.11.5740:mRNA-p1,83137.0234375,90468.8515625,83870.9921875,132413.828125,153274.40625,169602.65625,formin-like protein
2432,Tb927.11.5750:mRNA-p1,103277.40625,186846.5625,1560127.75,1993124.875,420910.5,495941.6875,SUMO-interacting motif-containing protein
2433,Tb927.11.5760:mRNA-p1,86553.296875,53672.1015625,67986.296875,110008.671875,77593.15625,72096.609375,"hypothetical protein, conserved"
2434,Tb927.11.5770:mRNA-p1,22943.095703125,30564.45703125,17283.935546875,58314.51953125,11308.33984375,10778.3359375,"hypothetical protein, conserved"
2435,Tb927.11.5780:mRNA-p1,52492.0390625,56592.29296875,56726.84375,109529.9375,93300.5859375,116054.9921875,"DNA-directed RNA polymerase, mitochondrial"
2436,Tb927.11.5790:mRNA-p1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,"hypothetical protein, conserved"
2437,Tb927.11.580:mRNA-p1,32737.517578125,29929.25390625,29800.640625,26475.89453125,35103.24609375,31545.2421875,"lipid-like atypical dual specificity phosphatase, putative"
2438,Tb927.11.5800:mRNA-p1,562566.5,540860.375,571461.875,508778.25,531951.625,554215.125,"hypothetical protein, conserved"
2439,Tb927.11.5810:mRNA-p1,127425.84375,162089.703125,139460.75,Filtered,127748.90625,Filtered,"Surfeit locus protein 6, putative"
2440,Tb927.11.5820:mRNA-p1,1766201,1626585.125,1244795.625,1422371.25,1669881.125,1299004.375,"Inhibitor of apoptosis-promoting Bax1, putative"
2442,Tb927.11.5840:mRNA-p1,678529.625,642853.1875,580435.625,410655.9375,474883.78125,438562.5625,"Protein translation factor SUI1 homolog, putative"
2443,Tb927.11.5850:mRNA-p1,1030817.1875,895597.625,973890.9375,863809.4375,851196.5625,778459.3125,"RNA-binding protein 38, putative"
2444,Tb927.11.5860:mRNA-p1,66972.21875,49786.2734375,64172.5390625,89115.8046875,80301.34375,93444.859375,"AGC/RSK family serine/threonine kinase, putative"
2445,Tb927.11.5870:mRNA-p1,146344.375,152511.171875,143228.3125,144126.46875,118018.2890625,130001.96875,"hypothetical protein, conserved"
2446,Tb927.11.5880:mRNA-p1,161070.53125,159340.515625,153403.265625,130293.1875,145307.4375,145176.421875,Mitoribosomal LSU assembly factor 23
2447,Tb927.11.5890:mRNA-p1,61576.9921875,57923.3046875,58811.07421875,54081.8046875,66673.2890625,65191.45703125,"Domain of unknown function (DUF4505), putative"
2448,Tb927.11.5910:mRNA-p1,405009.65625,386021.125,403599.875,427423.6875,404081.59375,465797.4375,"WASH complex subunit 7, N-terminal/WASH complex subunit 7/WASH complex subunit 7, C-terminal, putative"
2449,Tb927.11.5950:mRNA-p1;Tb927.11.5960:mRNA-p1,761942.875,761904.125,771082.0625,625720.875,765103.5625,744319.25,"hypothetical protein, conserved"
2450,Tb927.11.600:mRNA-p1,439374.875,484251.96875,648372.125,298625.03125,562918.75,380413.34375,"Mitochondrial ATP synthase subunit, putative"
2451,Tb927.11.6000:mRNA-p1,168574.125,154252.34375,123449.2421875,162253.078125,149397.546875,142885.9375,mitochondrial ribosomal protein L4
2452,Tb927.11.6010:mRNA-p1,597547.3125,545055.6875,592508.75,492031.65625,610239.9375,545583.4375,"conserved protein, unknown function"
2453,Tb927.11.6030:mRNA-p1,44552.43359375,33134.71875,49144.33984375,73692.7265625,67408.09375,38472.6796875,"ras-like small GTPase, putative"
2454,Tb927.11.6040:mRNA-p1,134007.75,132650.953125,128062.125,149803.5625,118779.25,154962.984375,"Nodulin-like, putative"
2455,Tb927.11.6050:mRNA-p1,66619.59375,77399.4453125,74081.125,67848.6953125,62464.2421875,58050.27734375,"Flagellar-associated PapD-like, putative"
2456,Tb927.11.6060:mRNA-p1,31405.193359375,47911.08203125,66150.0234375,61755.2578125,87742.7734375,68715.328125,"major facilitator superfamily, putative"
2457,Tb927.11.6070:mRNA-p1,149354.953125,153714.28125,174298.390625,199720.421875,212814.25,184928.34375,"hypothetical protein, conserved"
2458,Tb927.11.6080:mRNA-p1,76748.2421875,80504.96875,76494.1015625,75083.03125,87175.40625,78619.203125,"hypothetical protein, conserved"
2459,Tb927.11.610:mRNA-p1,167838.734375,179557.15625,171854.4375,197349.90625,213103.09375,244857.46875,"hypothetical protein, conserved"
2460,Tb927.11.6100:mRNA-p1,232473.203125,147718.6875,262496.0625,176637.28125,200322.84375,217769.515625,"hypothetical protein, conserved"
2461,Tb927.11.6130:mRNA-p1,1147520.375,1119428.25,1231963.625,979936.8125,1039023.5625,1076985.5,SKP1-like protein
2462,Tb927.11.6140:mRNA-p1;Tb927.3.4360:mRNA-p1,7500693.5,6338253,5449969,5485234.5,4379846,3645658.25,"40S ribosomal protein S15A, putative"
2463,Tb927.11.6150:mRNA-p1,178707.875,134049.109375,134381.53125,129667.8125,134026.53125,145830.453125,"60Kd inner membrane protein, putative"
2464,Tb927.11.6160:mRNA-p1,1627247.5,1544303.75,1521193.125,1541031.125,1323143,1380447.5,"eukaryotic release factor 3, putative"
2465,Tb927.11.6170:mRNA-p1,1204812,1356173.875,1347696,1386438,1437587.75,1487694.75,"protein transport protein SEC31, putative"
2466,Tb927.11.6180:mRNA-p1;Tb927.11.6200:mRNA-p1,6184702,6892089.5,6275000,5734195,4516323,4146487,"60S ribosomal protein L28, putative"
2467,Tb927.11.6190:mRNA-p1,181139.828125,164526.28125,223302.265625,209456.625,184161.203125,176649.359375,"hypothetical protein, conserved"
2468,Tb927.11.620:mRNA-p1,281987.28125,300492.03125,278958.8125,270445.84375,288416.4375,302543.8125,Regulatory-associated protein of TOR1
2469,Tb927.11.6210:mRNA-p1,19862.783203125,1,9761.1376953125,58848.70703125,19396.267578125,18607.986328125,Lanosterol 14-alpha demethylase
2470,Tb927.11.6220:mRNA-p1,46686.1640625,48467.41015625,43464.328125,40340.56640625,42681.5625,83691.09375,Palmitoyl acyltransferase 7
2471,Tb927.11.6230:mRNA-p1,8258864.5,6673336.5,6926747,6496770.5,6870328.5,7828065,"protein transport protein SEC61 subunit alpha, putative"
2472,Tb927.11.6250:mRNA-p1,732609.875,714875.0625,587809.5,539709.5,705368.625,645558.5625,"Mitochondrial ATP synthase subunit, putative"
2473,Tb927.11.6260:mRNA-p1,16255.03125,14646.3330078125,35500.4296875,22944.857421875,30320.42578125,30151.099609375,"hypothetical protein, conserved"
2474,Tb927.11.6270:mRNA-p1,305866.4375,343018,342545.84375,380980.6875,396118.59375,405287.75,"inositol-1,4,5-trisphosphate (IP3) 5-phosphatase, putative"
2475,Tb927.11.6280:mRNA-p1,671783.125,639822.5625,753441.1875,594277.8125,576165.5,604420.625,pyruvate phosphate dikinase
2476,Tb927.11.630:mRNA-p1,318600.875,348129.5,331249.125,399146.84375,263721.6875,454197.84375,RNA polymerase I second largest subunit
2477,Tb927.11.6300:mRNA-p1,8587146,9187418,9499823,6199594,5162963.5,5590720,"40S ribosomal protein S5, putative"
2478,Tb927.11.6310:mRNA-p1,50499.57421875,47731.09765625,45808.81640625,67450.4296875,53845.015625,64115.3828125,"hypothetical protein, conserved"
2479,Tb927.11.6320:mRNA-p1,603513.4375,722748.125,767057.0625,819370.8125,756335.0625,821523.0625,MRB1-associated protein
2480,Tb927.11.6330:mRNA-p1,893601.3125,894865.6875,813012.75,695915,852993.9375,817208.5,6-phosphogluconolactonase
2481,Tb927.11.6340:mRNA-p1,70179.453125,60050.5625,57313.41015625,66464.375,69025.7421875,68711.125,"PUB domain containing protein, putative"
2482,Tb927.11.6350:mRNA-p1,760815.6875,688462.875,1072359.75,1050815.25,601617.5625,643965.0625,"AAA ATPase, putative"
2483,Tb927.11.6360:mRNA-p1,61297.921875,72180.0859375,97131.25,97895.6015625,153164.703125,109380.75,"60S ribosomal protein L24, putative"
2484,Tb927.11.6370:mRNA-p1,687605.25,702421.375,693227.1875,856471.125,852654.8125,833472.625,"leucine-rich repeat protein (LRRP), putative"
2485,Tb927.11.6380:mRNA-p1,1151081.625,Filtered,Filtered,1151917.375,1145553.5,180924.71875,"hypothetical protein, conserved"
2486,Tb927.11.6390:mRNA-p1,1685175.75,1857463.125,1936973.75,1856659.625,1966307.125,1979306.75,"START domain containing protein, putative"
2487,Tb927.11.6400:mRNA-p1,Filtered,15514.462890625,24974.3828125,23330.80078125,21656.9296875,14268.22265625,"kinesin, putative"
2488,Tb927.11.6410:mRNA-p1,496937.15625,470345.53125,466475.4375,396233.21875,360196.84375,446822.4375,regulator of nonsense transcripts 2
2489,Tb927.11.6420:mRNA-p1,215075.203125,222603.28125,215943.375,187661.234375,185015.34375,207893.046875,"hypothetical protein, conserved"
2490,Tb927.11.6430:mRNA-p1,563738.9375,564518.0625,543673.75,416234.125,409349.75,421737.5625,"hypothetical protein, conserved"
2491,Tb927.11.6440:mRNA-p1,6175459.5,6959893,7459399,6893612,7089158,5946714,"hypothetical protein, conserved"
2492,Tb927.11.6450:mRNA-p1,1686925.875,7669.54638671875,2015130.375,2912883.25,1603719.125,2427222,"Serine incorporator (Serinc), putative"
2493,Tb927.11.6460:mRNA-p1,367880.0625,383761.875,395436.6875,301924.0625,248963.390625,281883.3125,"hypothetical protein, conserved"
2494,Tb927.11.6470:mRNA-p1,258482.546875,229147.734375,216599.46875,224876.0625,260859.625,249588.921875,MICOS complex subunit MIC16
2495,Tb927.11.6500:mRNA-p1;Tb927.11.6510:mRNA-p1,1112870.25,1462305.375,1342753.875,671831.1875,539367.5625,1149986.625,"40S ribosomal protein S21, putative"
2496,Tb927.11.6520:mRNA-p1,112810.5546875,97427.7109375,103349.046875,130723.859375,110125.03125,110156.28125,"hypothetical protein, conserved"
2497,Tb927.11.6530:mRNA-p1,33485.578125,37152.3359375,42437.2421875,76650.4453125,59130.4375,61924.96875,"hypothetical protein, conserved"
2498,Tb927.11.6540:mRNA-p1,196780.6875,189184.84375,185458.71875,166971.34375,170579.640625,170502.9375,"hypothetical protein, conserved"
2499,Tb927.11.6560:mRNA-p1,103438.53125,81479.5,207065.1875,144080.515625,353306.9375,139116.09375,"Centriole protein POC11, putative"
2500,Tb927.11.6570:mRNA-p1,175805.625,171730.140625,117395.9140625,212024.1875,203530.84375,184682.453125,"Nodulin-like, putative"
2501,Tb927.11.6590:mRNA-p1,4973303,5064618.5,5208409.5,4244034,4599890.5,4545292,"metallo-peptidase, Clan MF, Family M17"
2503,Tb927.11.6600:mRNA-p1,684100.6875,558303.3125,605119.25,615807.375,717270.25,646307.8125,"conserved protein, unknown function"
2504,Tb927.11.6610:mRNA-p1,2160576,2035216.125,1822582.125,2022147.25,2353297.5,2102159.25,"hypothetical protein, conserved"
2505,Tb927.11.6620:mRNA-p1,80249.75,87910.5625,80550.828125,117626.140625,88636.5,114392.2890625,Nucleolar protein 47
2506,Tb927.11.6630:mRNA-p1,340824,326834,319546.625,222312.625,255708.34375,269431.21875,"3-methylcrotonoyl-CoA carboxylase beta subunit, putative"
2507,Tb927.11.6640:mRNA-p1,135947.34375,128534.0859375,145583.21875,212012.21875,221654.578125,180996.5,"cytochrome b5, putative"
2509,Tb927.11.6660:mRNA-p1,80482.8515625,60595.8359375,47637.140625,73916.5390625,88848.5625,90508.3671875,"Tex-like protein N-terminal domain/Helix-hairpin-helix motif containing protein, putative"
2510,Tb927.11.6670:mRNA-p1,176485.0625,179250.609375,150401.59375,168653.046875,175403.265625,173557.75,"hypothetical protein, conserved"
2511,Tb927.11.6690:mRNA-p1,94972.3515625,78485.09375,81209.9140625,199453.640625,98413.9609375,130296.4140625,"NEK family Serine/threonine-protein kinase, putative"
2512,Tb927.11.670:mRNA-p1,4108629.75,4187436,3575451.25,3277407,3506754.5,3934597.25,epsinR
2513,Tb927.11.6710:mRNA-p1,141991.40625,134349.90625,125184.8046875,99659.8671875,106389.578125,99688.84375,predicted tetratricopeptide repeat (TPR) protein
2514,Tb927.11.6720:mRNA-p1,60420.171875,65430.0390625,68876.5,50421.39453125,52001.36328125,55046.99609375,"mRNA cap guanine-N7 methyltransferase, putative"
2515,Tb927.11.6740:mRNA-p1,507845.8125,692510.1875,706680.5,701310.125,528035.25,608619.875,"pumilio/PUF RNA binding protein 10, putative"
